task	style	model	run	emitted	graded	out_tokens	diff_lines
001-wrap-dispatch-in-else	braceless	qwen2.5:3b	1	conform	FAIL_COMPILE	75	13
001-wrap-dispatch-in-else	braceless	qwen2.5:3b	2	conform	PASS	74	11
001-wrap-dispatch-in-else	braceless	qwen2.5:3b	3	conform	FAIL_MISSCOPE	69	10
001-wrap-dispatch-in-else	braceless	qwen2.5:3b	4	conform	PASS	74	11
001-wrap-dispatch-in-else	braceless	qwen2.5:3b	5	conform	FAIL_MISSCOPE	69	10
001-wrap-dispatch-in-else	braceless	qwen2.5:3b	6	conform	FAIL_MISSCOPE	69	10
001-wrap-dispatch-in-else	braces	qwen2.5:3b	1	conform	FAIL_MISSCOPE	70	8
001-wrap-dispatch-in-else	braces	qwen2.5:3b	2	conform	PASS	80	15
001-wrap-dispatch-in-else	braces	qwen2.5:3b	3	conform	PASS	80	15
001-wrap-dispatch-in-else	braces	qwen2.5:3b	4	conform	FAIL_COMPILE	72	10
001-wrap-dispatch-in-else	braces	qwen2.5:3b	5	conform	PASS	77	12
001-wrap-dispatch-in-else	braces	qwen2.5:3b	6	conform	FAIL_COMPILE	72	10
001-wrap-dispatch-in-else	common	qwen2.5:3b	1	na	FAIL_COMPILE	76	14
001-wrap-dispatch-in-else	common	qwen2.5:3b	2	na	FAIL_MISSCOPE	69	10
001-wrap-dispatch-in-else	common	qwen2.5:3b	3	na	PASS	74	11
001-wrap-dispatch-in-else	common	qwen2.5:3b	4	na	FAIL_MISSCOPE	69	10
001-wrap-dispatch-in-else	common	qwen2.5:3b	5	na	PASS	76	12
001-wrap-dispatch-in-else	common	qwen2.5:3b	6	na	PASS	75	13
002-wrap-scan-medium	braceless	qwen2.5:3b	1	conform	FAIL_MISSCOPE	99	16
002-wrap-scan-medium	braceless	qwen2.5:3b	2	conform	FAIL_MISSCOPE	99	16
002-wrap-scan-medium	braceless	qwen2.5:3b	3	conform	FAIL_MISSCOPE	99	16
002-wrap-scan-medium	braceless	qwen2.5:3b	4	conform	FAIL_MISSCOPE	98	16
002-wrap-scan-medium	braceless	qwen2.5:3b	5	conform	FAIL_MISSCOPE	98	16
002-wrap-scan-medium	braceless	qwen2.5:3b	6	conform	FAIL_MISSCOPE	98	16
002-wrap-scan-medium	braces	qwen2.5:3b	1	conform	FAIL_MISSCOPE	105	21
002-wrap-scan-medium	braces	qwen2.5:3b	2	conform	FAIL_MISSCOPE	99	17
002-wrap-scan-medium	braces	qwen2.5:3b	3	conform	FAIL_MISSCOPE	99	17
002-wrap-scan-medium	braces	qwen2.5:3b	4	conform	FAIL_MISSCOPE	99	17
002-wrap-scan-medium	braces	qwen2.5:3b	5	conform	FAIL_MISSCOPE	99	17
002-wrap-scan-medium	braces	qwen2.5:3b	6	conform	FAIL_MISSCOPE	99	17
002-wrap-scan-medium	common	qwen2.5:3b	1	na	FAIL_MISSCOPE	99	18
002-wrap-scan-medium	common	qwen2.5:3b	2	na	FAIL_MISSCOPE	99	16
002-wrap-scan-medium	common	qwen2.5:3b	3	na	FAIL_MISSCOPE	98	16
002-wrap-scan-medium	common	qwen2.5:3b	4	na	FAIL_COMPILE	99	18
002-wrap-scan-medium	common	qwen2.5:3b	5	na	FAIL_MISSCOPE	98	16
002-wrap-scan-medium	common	qwen2.5:3b	6	na	FAIL_COMPILE	99	18
003-wrap-scan-large	braceless	qwen2.5:3b	1	conform	FAIL_MISSCOPE	147	26
003-wrap-scan-large	braceless	qwen2.5:3b	2	conform	FAIL_MISSCOPE	147	26
003-wrap-scan-large	braceless	qwen2.5:3b	3	conform	FAIL_MISSCOPE	147	26
003-wrap-scan-large	braceless	qwen2.5:3b	4	conform	FAIL_MISSCOPE	147	26
003-wrap-scan-large	braceless	qwen2.5:3b	5	conform	FAIL_MISSCOPE	147	26
003-wrap-scan-large	braceless	qwen2.5:3b	6	conform	FAIL_MISSCOPE	147	26
003-wrap-scan-large	braces	qwen2.5:3b	1	conform	FAIL_COMPILE	161	28
003-wrap-scan-large	braces	qwen2.5:3b	2	conform	FAIL_MISSCOPE	144	27
003-wrap-scan-large	braces	qwen2.5:3b	3	conform	FAIL_MISSCOPE	144	27
003-wrap-scan-large	braces	qwen2.5:3b	4	conform	FAIL_MISSCOPE	144	27
003-wrap-scan-large	braces	qwen2.5:3b	5	conform	FAIL_MISSCOPE	144	27
003-wrap-scan-large	braces	qwen2.5:3b	6	conform	FAIL_MISSCOPE	144	27
003-wrap-scan-large	common	qwen2.5:3b	1	na	FAIL_COMPILE	147	28
003-wrap-scan-large	common	qwen2.5:3b	2	na	FAIL_MISSCOPE	147	26
003-wrap-scan-large	common	qwen2.5:3b	3	na	FAIL_MISSCOPE	147	26
003-wrap-scan-large	common	qwen2.5:3b	4	na	FAIL_MISSCOPE	147	26
003-wrap-scan-large	common	qwen2.5:3b	5	na	FAIL_MISSCOPE	147	26
003-wrap-scan-large	common	qwen2.5:3b	6	na	FAIL_COMPILE	147	28
001-wrap-dispatch-in-else	braceless	qwen2.5:7b	1	conform	PASS	67	6
001-wrap-dispatch-in-else	braceless	qwen2.5:7b	2	conform	FAIL_COMPILE	67	5
001-wrap-dispatch-in-else	braceless	qwen2.5:7b	3	conform	PASS	74	7
001-wrap-dispatch-in-else	braceless	qwen2.5:7b	4	conform	PASS	74	7
001-wrap-dispatch-in-else	braceless	qwen2.5:7b	5	conform	PASS	75	10
001-wrap-dispatch-in-else	braceless	qwen2.5:7b	6	conform	PASS	74	7
001-wrap-dispatch-in-else	braces	qwen2.5:7b	1	conform	FAIL_COMPILE	72	12
001-wrap-dispatch-in-else	braces	qwen2.5:7b	2	conform	PASS	80	15
001-wrap-dispatch-in-else	braces	qwen2.5:7b	3	conform	PASS	77	12
001-wrap-dispatch-in-else	braces	qwen2.5:7b	4	conform	PASS	74	7
001-wrap-dispatch-in-else	braces	qwen2.5:7b	5	conform	PASS	77	12
001-wrap-dispatch-in-else	braces	qwen2.5:7b	6	conform	PASS	74	7
001-wrap-dispatch-in-else	common	qwen2.5:7b	1	na	FAIL_COMPILE	74	15
001-wrap-dispatch-in-else	common	qwen2.5:7b	2	na	PASS	72	8
001-wrap-dispatch-in-else	common	qwen2.5:7b	3	na	FAIL_COMPILE	73	13
001-wrap-dispatch-in-else	common	qwen2.5:7b	4	na	PASS	72	8
001-wrap-dispatch-in-else	common	qwen2.5:7b	5	na	FAIL_COMPILE	73	13
001-wrap-dispatch-in-else	common	qwen2.5:7b	6	na	PASS	75	13
002-wrap-scan-medium	braceless	qwen2.5:7b	1	conform	FAIL_COMPILE	105	21
002-wrap-scan-medium	braceless	qwen2.5:7b	2	conform	PASS	114	16
002-wrap-scan-medium	braceless	qwen2.5:7b	3	conform	PASS	114	16
002-wrap-scan-medium	braceless	qwen2.5:7b	4	conform	PASS	114	16
002-wrap-scan-medium	braceless	qwen2.5:7b	5	conform	PASS	114	16
002-wrap-scan-medium	braceless	qwen2.5:7b	6	conform	PASS	114	16
002-wrap-scan-medium	braces	qwen2.5:7b	1	conform	FAIL_MISSCOPE	121	21
002-wrap-scan-medium	braces	qwen2.5:7b	2	conform	PASS	114	17
002-wrap-scan-medium	braces	qwen2.5:7b	3	conform	FAIL_COMPILE	106	18
002-wrap-scan-medium	braces	qwen2.5:7b	4	conform	FAIL_MISSCOPE	126	21
002-wrap-scan-medium	braces	qwen2.5:7b	5	conform	FAIL_COMPILE	106	18
002-wrap-scan-medium	braces	qwen2.5:7b	6	conform	FAIL_MISSCOPE	107	19
002-wrap-scan-medium	common	qwen2.5:7b	1	na	PASS	103	17
002-wrap-scan-medium	common	qwen2.5:7b	2	na	FAIL_COMPILE	104	21
002-wrap-scan-medium	common	qwen2.5:7b	3	na	FAIL_COMPILE	104	21
002-wrap-scan-medium	common	qwen2.5:7b	4	na	FAIL_COMPILE	100	18
002-wrap-scan-medium	common	qwen2.5:7b	5	na	FAIL_COMPILE	104	21
002-wrap-scan-medium	common	qwen2.5:7b	6	na	FAIL_COMPILE	103	19
003-wrap-scan-large	braceless	qwen2.5:7b	1	conform	PASS	92	17
003-wrap-scan-large	braceless	qwen2.5:7b	2	conform	FAIL_COMPILE	157	26
003-wrap-scan-large	braceless	qwen2.5:7b	3	conform	FAIL_COMPILE	160	27
003-wrap-scan-large	braceless	qwen2.5:7b	4	conform	PASS	182	27
003-wrap-scan-large	braceless	qwen2.5:7b	5	conform	FAIL_COMPILE	160	27
003-wrap-scan-large	braceless	qwen2.5:7b	6	conform	PASS	177	26
003-wrap-scan-large	braces	qwen2.5:7b	1	conform	FAIL_COMPILE	101	22
003-wrap-scan-large	braces	qwen2.5:7b	2	conform	FAIL_COMPILE	157	33
003-wrap-scan-large	braces	qwen2.5:7b	3	conform	FAIL_COMPILE	157	28
003-wrap-scan-large	braces	qwen2.5:7b	4	conform	PASS	174	27
003-wrap-scan-large	braces	qwen2.5:7b	5	conform	FAIL_COMPILE	157	28
003-wrap-scan-large	braces	qwen2.5:7b	6	conform	FAIL_COMPILE	149	30
003-wrap-scan-large	common	qwen2.5:7b	1	na	PASS	153	29
003-wrap-scan-large	common	qwen2.5:7b	2	na	PASS	177	26
003-wrap-scan-large	common	qwen2.5:7b	3	na	PASS	182	27
003-wrap-scan-large	common	qwen2.5:7b	4	na	PASS	177	26
003-wrap-scan-large	common	qwen2.5:7b	5	na	PASS	182	27
003-wrap-scan-large	common	qwen2.5:7b	6	na	PASS	182	27
001-wrap-dispatch-in-else	braceless	qwen2.5-coder:7b	1	conform	PASS	72	8
001-wrap-dispatch-in-else	braceless	qwen2.5-coder:7b	2	conform	PASS	75	13
001-wrap-dispatch-in-else	braceless	qwen2.5-coder:7b	3	conform	PASS	75	13
001-wrap-dispatch-in-else	braceless	qwen2.5-coder:7b	4	conform	PASS	74	11
001-wrap-dispatch-in-else	braceless	qwen2.5-coder:7b	5	conform	PASS	73	12
001-wrap-dispatch-in-else	braceless	qwen2.5-coder:7b	6	conform	PASS	74	11
001-wrap-dispatch-in-else	braces	qwen2.5-coder:7b	1	conform	PASS	77	12
001-wrap-dispatch-in-else	braces	qwen2.5-coder:7b	2	conform	PASS	82	17
001-wrap-dispatch-in-else	braces	qwen2.5-coder:7b	3	conform	PASS	82	17
001-wrap-dispatch-in-else	braces	qwen2.5-coder:7b	4	conform	PASS	77	12
001-wrap-dispatch-in-else	braces	qwen2.5-coder:7b	5	conform	PASS	82	17
001-wrap-dispatch-in-else	braces	qwen2.5-coder:7b	6	conform	PASS	77	12
001-wrap-dispatch-in-else	common	qwen2.5-coder:7b	1	na	PASS	74	11
001-wrap-dispatch-in-else	common	qwen2.5-coder:7b	2	na	PASS	75	13
001-wrap-dispatch-in-else	common	qwen2.5-coder:7b	3	na	PASS	79	16
001-wrap-dispatch-in-else	common	qwen2.5-coder:7b	4	na	PASS	74	11
001-wrap-dispatch-in-else	common	qwen2.5-coder:7b	5	na	PASS	79	16
001-wrap-dispatch-in-else	common	qwen2.5-coder:7b	6	na	PASS	74	11
002-wrap-scan-medium	braceless	qwen2.5-coder:7b	1	conform	PASS	101	14
002-wrap-scan-medium	braceless	qwen2.5-coder:7b	2	conform	PASS	104	19
002-wrap-scan-medium	braceless	qwen2.5-coder:7b	3	conform	PASS	104	19
002-wrap-scan-medium	braceless	qwen2.5-coder:7b	4	conform	PASS	103	17
002-wrap-scan-medium	braceless	qwen2.5-coder:7b	5	conform	PASS	104	19
002-wrap-scan-medium	braceless	qwen2.5-coder:7b	6	conform	PASS	103	17
002-wrap-scan-medium	braces	qwen2.5-coder:7b	1	conform	PASS	105	20
002-wrap-scan-medium	braces	qwen2.5-coder:7b	2	conform	PASS	104	18
002-wrap-scan-medium	braces	qwen2.5-coder:7b	3	conform	PASS	104	18
002-wrap-scan-medium	braces	qwen2.5-coder:7b	4	conform	PASS	105	20
002-wrap-scan-medium	braces	qwen2.5-coder:7b	5	conform	PASS	104	18
002-wrap-scan-medium	braces	qwen2.5-coder:7b	6	conform	PASS	105	20
002-wrap-scan-medium	common	qwen2.5-coder:7b	1	na	PASS	101	14
002-wrap-scan-medium	common	qwen2.5-coder:7b	2	na	PASS	104	19
002-wrap-scan-medium	common	qwen2.5-coder:7b	3	na	PASS	104	19
002-wrap-scan-medium	common	qwen2.5-coder:7b	4	na	PASS	103	17
002-wrap-scan-medium	common	qwen2.5-coder:7b	5	na	PASS	104	19
002-wrap-scan-medium	common	qwen2.5-coder:7b	6	na	PASS	103	17
003-wrap-scan-large	braceless	qwen2.5-coder:7b	1	conform	PASS	157	32
003-wrap-scan-large	braceless	qwen2.5-coder:7b	2	conform	FAIL_MISSCOPE	147	26
003-wrap-scan-large	braceless	qwen2.5-coder:7b	3	conform	FAIL_MISSCOPE	147	26
003-wrap-scan-large	braceless	qwen2.5-coder:7b	4	conform	PASS	153	29
003-wrap-scan-large	braceless	qwen2.5-coder:7b	5	conform	FAIL_MISSCOPE	147	26
003-wrap-scan-large	braceless	qwen2.5-coder:7b	6	conform	PASS	153	29
003-wrap-scan-large	braces	qwen2.5-coder:7b	1	conform	PASS	150	30
003-wrap-scan-large	braces	qwen2.5-coder:7b	2	conform	PASS	149	28
003-wrap-scan-large	braces	qwen2.5-coder:7b	3	conform	PASS	149	28
003-wrap-scan-large	braces	qwen2.5-coder:7b	4	conform	PASS	150	30
003-wrap-scan-large	braces	qwen2.5-coder:7b	5	conform	PASS	149	28
003-wrap-scan-large	braces	qwen2.5-coder:7b	6	conform	PASS	150	30
003-wrap-scan-large	common	qwen2.5-coder:7b	1	na	FAIL_MISSCOPE	147	26
003-wrap-scan-large	common	qwen2.5-coder:7b	2	na	PASS	157	32
003-wrap-scan-large	common	qwen2.5-coder:7b	3	na	PASS	157	32
003-wrap-scan-large	common	qwen2.5-coder:7b	4	na	PASS	152	27
003-wrap-scan-large	common	qwen2.5-coder:7b	5	na	PASS	157	32
003-wrap-scan-large	common	qwen2.5-coder:7b	6	na	PASS	150	24
001-wrap-dispatch-in-else	braceless	qwen-coder-local:latest	1	conform	PASS	72	8
001-wrap-dispatch-in-else	braceless	qwen-coder-local:latest	2	conform	PASS	75	13
001-wrap-dispatch-in-else	braceless	qwen-coder-local:latest	3	conform	PASS	75	13
001-wrap-dispatch-in-else	braceless	qwen-coder-local:latest	4	conform	PASS	74	11
001-wrap-dispatch-in-else	braceless	qwen-coder-local:latest	5	conform	PASS	73	12
001-wrap-dispatch-in-else	braceless	qwen-coder-local:latest	6	conform	PASS	74	11
001-wrap-dispatch-in-else	braces	qwen-coder-local:latest	1	conform	PASS	77	12
001-wrap-dispatch-in-else	braces	qwen-coder-local:latest	2	conform	PASS	82	17
001-wrap-dispatch-in-else	braces	qwen-coder-local:latest	3	conform	PASS	82	17
001-wrap-dispatch-in-else	braces	qwen-coder-local:latest	4	conform	PASS	77	12
001-wrap-dispatch-in-else	braces	qwen-coder-local:latest	5	conform	PASS	82	17
001-wrap-dispatch-in-else	braces	qwen-coder-local:latest	6	conform	PASS	77	12
001-wrap-dispatch-in-else	common	qwen-coder-local:latest	1	na	PASS	74	11
001-wrap-dispatch-in-else	common	qwen-coder-local:latest	2	na	PASS	75	13
001-wrap-dispatch-in-else	common	qwen-coder-local:latest	3	na	PASS	79	16
001-wrap-dispatch-in-else	common	qwen-coder-local:latest	4	na	PASS	74	11
001-wrap-dispatch-in-else	common	qwen-coder-local:latest	5	na	PASS	79	16
001-wrap-dispatch-in-else	common	qwen-coder-local:latest	6	na	PASS	74	11
002-wrap-scan-medium	braceless	qwen-coder-local:latest	1	conform	PASS	101	14
002-wrap-scan-medium	braceless	qwen-coder-local:latest	2	conform	PASS	104	19
002-wrap-scan-medium	braceless	qwen-coder-local:latest	3	conform	PASS	104	19
002-wrap-scan-medium	braceless	qwen-coder-local:latest	4	conform	PASS	103	17
002-wrap-scan-medium	braceless	qwen-coder-local:latest	5	conform	PASS	104	19
002-wrap-scan-medium	braceless	qwen-coder-local:latest	6	conform	PASS	103	17
002-wrap-scan-medium	braces	qwen-coder-local:latest	1	conform	PASS	105	20
002-wrap-scan-medium	braces	qwen-coder-local:latest	2	conform	PASS	104	18
002-wrap-scan-medium	braces	qwen-coder-local:latest	3	conform	PASS	104	18
002-wrap-scan-medium	braces	qwen-coder-local:latest	4	conform	PASS	105	20
002-wrap-scan-medium	braces	qwen-coder-local:latest	5	conform	PASS	104	18
002-wrap-scan-medium	braces	qwen-coder-local:latest	6	conform	PASS	105	20
002-wrap-scan-medium	common	qwen-coder-local:latest	1	na	PASS	101	14
002-wrap-scan-medium	common	qwen-coder-local:latest	2	na	PASS	104	19
002-wrap-scan-medium	common	qwen-coder-local:latest	3	na	PASS	104	19
002-wrap-scan-medium	common	qwen-coder-local:latest	4	na	PASS	103	17
002-wrap-scan-medium	common	qwen-coder-local:latest	5	na	PASS	104	19
002-wrap-scan-medium	common	qwen-coder-local:latest	6	na	PASS	103	17
003-wrap-scan-large	braceless	qwen-coder-local:latest	1	conform	PASS	157	32
003-wrap-scan-large	braceless	qwen-coder-local:latest	2	conform	FAIL_MISSCOPE	147	26
